painting,domi_emotion,utterance_combined
vladimir-tatlin_female-bather,positive,"The woman is pretty, sort of curvy and she is hiding little behind her cloth.A beautiful young woman scarcely covered by a towel.The woman looks like she's getting ready to have sex.The expanse of flesh lewdly emphasised by the dropping white towel. the ambigious look of the subjects face -is she inetrested, or are her eyes actually closed?"
walter-battiss_old-lamu-bajun-isles,positive,The light colors are quite peaceful in the way they project an easy-going nature.The palm tree with the coconut reminds me of a tropical beach vacation.The woman and what looks like her pet seems happy and relaxed in this scene.The woman's toes are happily pointed at the sand on a serene beach.
adolf-hitler_white-orchids,positive,"The soft purples, grays and blues, the simplicity of the orchids is restful and calming.It is very peaceful.The colors are pleasing and also i find flowers to be calming."
aleksey-savrasov_waterfall-1868,positive,The way the light is painted coming through the trees makes the painting feel alive.The natural scene with the bright spot in the center emits a sense of exploration and appreciation for the natural world..This is a beautiful nature scene with good light contrast.
anders-zorn_opal-1891,positive,The subject of this image is kind of sexual.Who are these topless women hading from? who or what is coming after them and why? what were they doing?Women outside in the open naked trying hide yet relax.
boris-kustodiev_portrait-of-elizabeth-mikhailovna-botkina-1912,positive,Despite her formality the woman appears to be thinking of something silly.  she has a great little smirk.This woman is going to just start laughing. her expression is so amusing.The blatant facial expression is quite hilarious and distracts you from the other aspects of the art.
boris-kustodiev_portrait-of-irina-kustodiev-with-the-dog-shumka-1907,positive,"It's sweet to see a little child with a canine companion. however, the girl's cheeks are so red and her eyes so goggling that she has a clownish appearance. she looks like she has measles or has been playing with her mother's make-up. the child's complexion and staring, popping eyes spoil and make comical an otherwise nice portrait.The cute child next to the loyal dog is an amusing scene because the child is holding blue flowers.Her cheeks are so rosy it reminds me of the makeup my mother used to smear on my already-rosy cheeks at that age."
camille-corot_saint-quentin-des-pres-oise-near-gournay-en-bray,positive,"The scene looks quiet , peaceful and serene.The woman walking along a path in a village followed by two horses is an image that fills me with peace.The person walking down a dirt road and the tall green trees that rise above them and the blue sky all make this country scene seem very calm which makes me feel content."
camille-corot_the-beach-at-dunkirk-1857,positive,"The woman in the landscape is alone, but the scene seems peaceful and content.Freedom is what i see. the beautiful color of the sea and someone who looks relax.The woman looking back makes me think of the satisfaction felt from finishing a job.The ocean in the background and the sand have a very peaceful look in this picture."
camille-corot_the-church-at-marissel,positive,There is peace in the scene of early spring woods at the edge of a village. country people find solitude at the river which has flooded its banks with the spring thaw. the path back towards the village is sheltered by the trees giving a feeling of privacy and quiet enclosure.I can imagine walking along this calming path straight up to the castle or structure in the distance.A calm forest landscape and women returning from work give me peace of mind.
charles-francois-daubigny_pond-gijlieu,positive,"This reminds me of going to the lake and going fishing with my family as a child.The rolling hills and water look extremely relaxing.The day looks nice and sunny, like in the summer.The bright sunny skies and highlights on the trees in this landscape image are pleasing to look at.The brown shapes look like birds about to land."
charles-francois-daubigny_the-harvest-1851,positive,"The woman's bright red hair draws your eye away from all of the other activity in the scene.Love a nice landscape country scene with a gentle breeze and pleasant weather.Again, another nice little picture into life back then on the farm. makes me feel pretty calm."
