painting,domi_emotion,utterance_combined
jose-gutierrez-solana_a-mask,fear,"The red and orange face accompanied with only two teeth brings a frightening feeling to me.The fangs and that nose make for a most unpleasant experience, not to mention what he's got in his hands.The man looks scary like a demon or something evil.The man is wearing a red, frightening mask, making for a creepy sight."
jose-gutierrez-solana_fish-and-crab,excitement,"Fish and seafood are gross, but the reds in this excite me.The realistic positioning of the fish and crab conveys a feeling of hunger.The fish are placed enticingly making one excited for a fish meal."
jose-gutierrez-solana_self-portrait,fear,The life like eyes seem to stare straight through me.The strong shadows on the persons face the the darkness behind them make me feel fearful of them.The dark background and shadowed face makes the man seem evil.The man seems to be staring with wide eyes in fear at something in my opinion.There is a dark shadow on the side of his face and he looks serious.
jose-gutierrez-solana_still-life-with-dead-turkey,disgust,"The sharp scene of a dead turkey or chicken is repulsive to me as it reminds me of pucking chickens as a child and that i did not enjoy.The dead chicken on the table bothers me because of its positioning.Dark colors give it a negative vibe, painting looks very unorganized like dirty dishes and the knife is somewhat ominous."
jose-gutierrez-solana_two-women,something else,"The feeling is nothing, a simple moment, with nothing to react to, elegently presented.There's a sense of eroticism the way the woman is taking off her top.Dark colors two woman one half dressed pulling off shirt, dull just two woman changing ."
jules-pascin_portrait-of-hermine-david-1910,something else,"Bored, it's just a woman looking at a piece of people. no emotional significance behind this illustration at all.A aristocratic looking woman reading a book at a table. she seems severe and intelligent.Has a more introspective feel; facial expression at what she is looking at raises questions."
jules-perahim_the-argument-1958,fear,Dark colors and images cause you to feel fear in this picture.The men in black seem to be threatening the smaller men by force.The figures are dark and faceless and the man behind the cross is holding a gun.
jury-annenkov_the-intellectual,amusement,"The swirling curved lines that form the man's hair and the unusual geometric shapes that are on his glasses make me laugh, as does his smile.This painting makes me, with funny drawing of a man.This is such a fun, comical line drawing with he integration of musical notes in the subject's hair."
kees-van-dongen_parisian-lady-1910,amusement,The lady's hat looks like a cloud or puff of smoke covering her face.The woman is peering down enjoying the antics of her tiny dog.A fancy lady taking her dog for a walk. the contrast in the colors is interesting.The woman looks like she has a long rubber neck.The small tiny dog really lightens the tone of this portrait and it makes me smile.
lajos-tihanyi_portrait-of-a-child,amusement,"This picture makes me feel contentment because of the style of drawing and the pink and red colors used.Her face looks quite vexed, kind of like lolita, if she realized how problematic it was.The upset/disgusted look of this young girl is somewhat humorous."
ligia-macovei_party,amusement,"The festive colors are energetic and exciting, but they features on the faces of the figures seem out of place as they look bored or deep in thought about something besides the festivities.This is the last of this party's attendance by these three who will have a lot of fun.Everyone looks so sad at this party, almost like even the drinks wont fix the problems they have."
lovis-corinth_ecce-homo-1925,sadness,Makes me sad thinking of death or someone is going to die.The man seems to be bleeding from his hands and is tied up.A woman is bleeding and appears to be getting sent to her execution.This looks to be jesus with his hands tied and a crown of thorns. i am so thankful for him.
lovis-corinth_the-walchensee-mountains-wreathed-in-cloud-1925,fear,The splashes of black paint look like tentacles and are unnerving for me.The water looks dangerous since it's swirling so much.This feels like what you would see if you were underwater.  the colors are running together in such a way where it feels you are looking from under water.The leaves and plants look like tentacles of aliens to me.The dark shadows reaching toward the blue seem to be taking over the brighter colors and bringing darkness.
lucian-freud_ali-1974,sadness,"The person looks weary and like they have given up trying.  their clothes don't fit, and they have a look of despair.This woman's expression is blank and empty, and her shirt is tousled, suggesting she is stressed.This painting is a little disturbing for me, the person represented in it looks very distraw and sad, and ill maybe?"
